1.000000 9.000000 0.000000 0.877077 169 9 171 0.000003 0.000003 0.000006 0.000006
1.016249 9.000000 0.000000 0.072669 167 9 171 0.000006 0.000005 0.000012 0.000010
1.032761 9.000000 0.000000 0.287447 164 9 171 0.000010 0.000009 0.000021 0.000018
1.049542 9.000000 0.000000 0.521537 161 9 171 0.000014 0.000013 0.000029 0.000025
1.066596 9.000000 0.000000 0.775415 158 9 171 0.000017 0.000016 0.000034 0.000033
1.083927 9.000000 0.000000 0.049689 156 9 171 0.000019 0.000018 0.000038 0.000036
1.101539 9.000000 0.000000 0.345421 153 9 171 0.000021 0.000021 0.000043 0.000041
1.119438 9.000000 0.000000 0.662422 150 9 171 0.000023 0.000023 0.000047 0.000046
1.137627 9.000000 0.000000 0.001124 148 9 171 0.000025 0.000024 0.000050 0.000048
1.156112 9.000000 0.000000 0.363129 145 9 171 0.000026 0.000026 0.000053 0.000052
1.174898 9.000000 0.000000 0.747780 142 9 171 0.000027 0.000027 0.000056 0.000055
1.193988 9.000000 0.000000 0.155974 140 9 171 0.000028 0.000028 0.000057 0.000056
1.213389 9.000000 0.000000 0.588556 137 9 171 0.000029 0.000029 0.000059 0.000059
1.233105 9.000000 0.000000 0.045124 135 9 171 0.000030 0.000030 0.000061 0.000060
1.253141 9.000000 0.000000 0.527511 132 9 171 0.000031 0.000030 0.000064 0.000062
1.273503 9.000000 0.000000 0.034543 130 9 171 0.000032 0.000031 0.000065 0.000064
1.294196 9.000000 0.000000 0.568412 127 9 171 0.000032 0.000032 0.000067 0.000067
1.315225 9.000000 0.000000 0.127918 125 9 171 0.000033 0.000033 0.000069 0.000068
1.336596 9.000000 0.000000 0.714717 122 9 171 0.000034 0.000034 0.000072 0.000070
1.358314 9.000000 0.000000 0.328536 120 9 171 0.000035 0.000034 0.000074 0.000072
1.380384 9.000000 0.000000 0.969418 117 9 171 0.000036 0.000036 0.000076 0.000076
1.402814 9.000000 0.000000 0.639212 115 9 171 0.000037 0.000037 0.000079 0.000078
1.425608 9.000000 0.000000 0.336745 113 9 171 0.000038 0.000038 0.000081 0.000080
1.448772 9.000000 0.000000 0.062428 111 9 171 0.000040 0.000039 0.000084 0.000083
1.472312 9.000000 0.000000 0.817722 108 9 171 0.000042 0.000041 0.000089 0.000087
1.496236 9.000000 0.000000 0.602200 106 9 171 0.000044 0.000043 0.000093 0.000091
1.520548 9.000000 0.000000 0.415844 104 9 171 0.000046 0.000045 0.000097 0.000095
1.545254 9.000000 0.000000 0.258971 102 9 171 0.000048 0.000047 0.000102 0.000099
1.570363 9.000000 0.000000 0.131852 100 9 171 0.000051 0.000049 0.000106 0.000104
1.595879 9.000000 0.000000 0.034741 98 9 171 0.000053 0.000052 0.000112 0.000109
1.621810 9.000000 0.000000 0.968094 95 9 171 0.000058 0.000056 0.000121 0.000118
1.648162 9.000000 0.000000 0.931916 93 9 171 0.000061 0.000060 0.000129 0.000125
1.674943 9.000000 0.000000 0.926067 91 9 171 0.000065 0.000063 0.000136 0.000132
1.702158 9.000000 0.000000 0.950639 89 9 171 0.000070 0.000068 0.000145 0.000141
1.729816 9.000000 0.000000 0.005706 88 9 171 0.000072 0.000070 0.000150 0.000145
1.757923 9.000000 0.000000 0.091867 86 9 171 0.000077 0.000075 0.000160 0.000155
1.786488 9.000000 0.000000 0.208709 84 9 171 0.000083 0.000080 0.000171 0.000165
1.815516 9.000000 0.000000 0.356097 82 9 171 0.000089 0.000086 0.000183 0.000177
1.845015 9.000000 0.000000 0.533881 80 9 171 0.000096 0.000093 0.000196 0.000189
1.874994 9.000000 0.000000 0.741812 78 9 171 0.000104 0.000100 0.000210 0.000203
1.905461 9.000000 0.000000 0.979577 76 9 171 0.000112 0.000108 0.000226 0.000218
1.936422 9.000000 0.000000 0.249361 75 9 171 0.000116 0.000112 0.000234 0.000226
1.967886 9.000000 0.000000 0.548853 73 9 171 0.000125 0.000121 0.000251 0.000243
1.999862 9.000000 0.000000 0.877321 71 9 171 0.000135 0.000130 0.000270 0.000261
2.032357 9.000000 0.000000 0.236815 70 9 171 0.000141 0.000135 0.000280 0.000270
2.065380 9.000000 0.000000 0.625956 68 9 171 0.000152 0.000146 0.000301 0.000290
2.098940 9.000000 0.000000 0.043137 67 9 171 0.000157 0.000152 0.000311 0.000301
2.133045 9.000000 0.000000 0.492014 65 9 171 0.000169 0.000163 0.000334 0.000323
2.167704 9.000000 0.000000 0.967321 63 9 171 0.000182 0.000176 0.000358 0.000346
2.202926 9.000000 0.000000 0.474186 62 9 171 0.000189 0.000182 0.000371 0.000358
2.238721 9.000000 0.000000 0.006591 61 9 171 0.000196 0.000189 0.000383 0.000371
2.275097 9.000000 0.000000 0.570479 59 9 171 0.000209 0.000203 0.000409 0.000396
2.312065 9.000000 0.000000 0.159942 58 9 171 0.000217 0.000209 0.000422 0.000409
2.349633 9.000000 0.000000 0.778148 56 9 171 0.000230 0.000223 0.000448 0.000435
2.387811 9.000000 0.000000 0.423951 55 9 171 0.000237 0.000230 0.000461 0.000448
2.426610 9.000000 0.000000 0.095048 54 9 171 0.000244 0.000237 0.000474 0.000461
2.466039 9.000000 0.000000 0.794657 52 9 171 0.000258 0.000251 0.000500 0.000486
2.506109 9.000000 0.000000 0.520712 51 9 171 0.000264 0.000258 0.000512 0.000500
2.546830 9.000000 0.000000 0.271661 50 9 171 0.000271 0.000264 0.000525 0.000512
2.588213 9.000000 0.000000 0.047382 49 9 171 0.000277 0.000271 0.000536 0.000525
2.630268 9.000000 0.000000 0.850408 47 9 171 0.000289 0.000284 0.000559 0.000549
2.673006 9.000000 0.000000 0.678481 46 9 171 0.000295 0.000289 0.000571 0.000559
2.716439 9.000000 0.000000 0.530581 45 9 171 0.000299 0.000295 0.000579 0.000571
2.760578 9.000000 0.000000 0.406506 44 9 171 0.000305 0.000299 0.000591 0.000579
2.805434 9.000000 0.000000 0.306040 43 9 171 0.000308 0.000305 0.000597 0.000591
2.851018 9.000000 0.000000 0.228899 42 9 171 0.000313 0.000308 0.000607 0.000597
2.897343 9.000000 0.000000 0.174849 41 9 171 0.000315 0.000313 0.000612 0.000607
2.944421 9.000000 0.000000 0.143532 40 9 171 0.000319 0.000315 0.000620 0.000612
2.992265 9.000000 0.000000 0.134680 39 9 171 0.000320 0.000319 0.000623 0.000620
3.040885 9.000000 0.000000 0.147871 38 9 171 0.000322 0.000320 0.000628 0.000623
3.090295 9.000000 0.000000 0.182761 37 9 171 0.000323 0.000322 0.000630 0.000628
3.140509 9.000000 0.000000 0.238902 36 9 171 0.000322 0.000323 0.000631 0.000630
3.191538 9.000000 0.000000 0.315821 35 9 171 0.000322 0.000322 0.000632 0.000631
3.243397 9.000000 0.000000 0.413055 34 9 171 0.000320 0.000322 0.000629 0.000632
3.296098 9.000000 0.000000 0.530054 33 9 171 0.000319 0.000320 0.000630 0.000629
3.349655 9.000000 0.000000 0.666225 32 9 171 0.000315 0.000319 0.000623 0.000630
3.404083 9.000000 0.000000 0.820952 31 9 171 0.000313 0.000315 0.000621 0.000623
3.459395 9.000000 0.000000 0.993569 30 9 171 0.000308 0.000313 0.000613 0.000621
3.515606 9.000000 0.000000 0.188698 30 9 171 0.000308 0.000313 0.000613 0.000621
3.572730 9.000000 0.000000 0.401247 29 9 171 0.000303 0.000308 0.000605 0.000613
3.630783 9.000000 0.000000 0.630252 28 9 171 0.000298 0.000303 0.000599 0.000605
3.689779 9.000000 0.000000 0.874866 27 9 171 0.000290 0.000298 0.000585 0.000599
3.749732 9.000000 0.000000 0.138502 27 9 171 0.000290 0.000298 0.000585 0.000599
3.810661 9.000000 0.000000 0.420800 26 9 171 0.000286 0.000290 0.000581 0.000585
3.872580 9.000000 0.000000 0.716878 25 9 171 0.000278 0.000286 0.000567 0.000581
3.935504 9.000000 0.000000 0.026556 25 9 171 0.000278 0.000286 0.000567 0.000581
3.999451 9.000000 0.000000 0.358503 24 9 171 0.000271 0.000278 0.000556 0.000567
4.064437 9.000000 0.000000 0.702075 23 9 171 0.000265 0.000271 0.000546 0.000556
4.130479 9.000000 0.000000 0.058115 23 9 171 0.000265 0.000271 0.000546 0.000556
4.197595 9.000000 0.000000 0.435311 22 9 171 0.000256 0.000265 0.000530 0.000546
4.265800 9.000000 0.000000 0.821578 21 9 171 0.000250 0.000256 0.000524 0.000530
4.335114 9.000000 0.000000 0.224215 21 9 171 0.000250 0.000256 0.000524 0.000530
4.405555 9.000000 0.000000 0.641470 20 9 171 0.000243 0.000250 0.000511 0.000524
4.477139 9.000000 0.000000 0.067507 20 9 171 0.000243 0.000250 0.000511 0.000524
4.549887 9.000000 0.000000 0.514241 19 9 171 0.000234 0.000243 0.000496 0.000511
