0.265878 170.245546 133.303454 132.140816
0.271762 177.960007 102.101893 144.356507
0.277593 150.492985 99.833015 121.426715
0.283373 139.989305 87.011795 114.814895
0.289105 128.079869 77.399131 108.044819
0.294791 117.597206 65.886494 100.379386
0.300433 117.001068 61.198032 94.344678
0.306034 98.904263 54.035437 82.180643
0.311595 92.745134 54.176766 72.823054
0.317118 83.393095 49.039405 65.304305
0.322604 76.744082 42.316718 63.846852
0.328056 70.077298 45.827202 51.897538
0.333475 60.833888 42.097812 47.775038
0.338862 55.266978 38.427202 45.380423
0.344218 49.986028 35.640682 39.903248
0.349546 46.721073 34.776177 36.453513
0.354846 40.135551 33.469809 31.054650
0.360119 38.550358 31.257192 29.834193
0.365367 43.507174 17.957646 37.188575
0.370590 41.458849 16.130901 36.133589
0.375791 35.287696 16.653934 30.619778
0.380969 35.962372 13.418688 31.503689
0.386125 28.877814 16.860266 23.761323
0.391261 27.232782 16.898908 21.816686
0.396378 24.992236 16.366184 19.585314
0.401477 23.571710 15.083160 19.133238
0.406557 22.669384 16.128836 16.008522
0.411620 21.969220 15.400900 15.075950
0.416668 19.067086 12.985924 15.235954
0.421700 18.744322 12.520908 14.414611
0.426717 21.723252 7.968138 17.164840
0.431720 22.068447 8.488883 15.343828
0.436709 20.321049 8.474021 14.160499
0.441686 18.717571 9.411009 12.302890
0.446651 18.064519 9.286361 11.233088
0.451605 17.177093 9.179957 10.337895
0.456547 16.167947 9.098123 9.406572
0.461480 15.589496 8.749284 9.067715
0.466402 16.456451 6.312949 10.461414
0.471316 15.720451 6.662989 9.497595
0.476221 14.428895 6.760715 8.403463
0.481118 12.662197 7.597203 7.177346
0.486007 12.133332 6.914098 6.999221
0.490889 11.413078 6.799612 6.728179
0.495765 13.269111 4.002359 8.792783
0.500634 13.079479 4.242861 8.218318
0.505498 12.451133 3.699287 8.096818
0.510357 12.283121 3.669309 7.844331
0.515211 11.430862 3.687298 7.262170
0.520061 11.422768 3.383282 7.296012
0.524907 10.097960 3.617820 6.526480
0.529749 10.271198 3.623322 6.337859
0.534589 10.014640 3.616370 5.943386
0.539425 9.979583 3.502117 5.846666
0.544260 8.841807 4.108333 4.887076
0.549092 8.701111 4.094729 4.750926
0.553923 8.365069 3.611481 4.953923
0.558753 8.328364 3.595576 4.760475
