12.500000 -2.301263 0.256267 0.056940 #m_at_a: 11.459003
12.625000 -2.152776 0.225403 0.080425 #m_at_a: 11.548417
12.750000 -2.009625 0.197865 0.105630 #m_at_a: 11.636469
12.875000 -1.881809 0.176372 0.126391 #m_at_a: 11.723218
13.000000 -1.775085 0.159327 0.140192 #m_at_a: 11.808726
13.125000 -1.691556 0.147825 0.148167 #m_at_a: 11.893051
13.250000 -1.630831 0.141031 0.151884 #m_at_a: 11.976255
13.375000 -1.591084 0.137333 0.153566 #m_at_a: 12.058394
13.500000 -1.569838 0.136442 0.153615 #m_at_a: 12.139527
13.625000 -1.564453 0.138085 0.153215 #m_at_a: 12.219710
13.750000 -1.572400 0.141199 0.151405 #m_at_a: 12.298998
13.875000 -1.591403 0.145348 0.148783 #m_at_a: 12.377444
14.000000 -1.619487 0.151875 0.145405 #m_at_a: 12.455100
14.125000 -1.654977 0.159623 0.140756 #m_at_a: 12.532014
14.250000 -1.696482 0.169186 0.134773 #m_at_a: 12.608236
14.375000 -1.742854 0.180410 0.128268 #m_at_a: 12.683810
14.500000 -1.793157 0.192965 0.120194 #m_at_a: 12.758781
14.625000 -1.846630 0.206545 0.112125 #m_at_a: 12.833190
14.750000 -1.902657 0.222352 0.103368 #m_at_a: 12.907078
14.875000 -1.960741 0.238997 0.094463 #m_at_a: 12.980483
15.000000 -2.020482 0.256999 0.086034 #m_at_a: 13.053441
