11.750000 -2.513472 0.169538 0.159332 #m_at_a: 11.215265
11.875000 -2.433621 0.189190 0.128067 #m_at_a: 11.321621
12.000000 -2.321476 0.193151 0.111525 #m_at_a: 11.426624
12.125000 -2.182271 0.185123 0.112158 #m_at_a: 11.530305
12.250000 -2.031363 0.172818 0.122695 #m_at_a: 11.632698
12.375000 -1.886563 0.159142 0.135270 #m_at_a: 11.733841
12.500000 -1.761552 0.147270 0.144669 #m_at_a: 11.833772
12.625000 -1.663669 0.138236 0.150215 #m_at_a: 11.932535
12.750000 -1.594876 0.131967 0.152681 #m_at_a: 12.030171
12.875000 -1.553701 0.128992 0.153014 #m_at_a: 12.126723
13.000000 -1.536950 0.128660 0.152854 #m_at_a: 12.222238
13.125000 -1.540846 0.130327 0.151263 #m_at_a: 12.316760
13.250000 -1.561677 0.134246 0.147629 #m_at_a: 12.410333
13.375000 -1.596115 0.139971 0.142704 #m_at_a: 12.503004
13.500000 -1.641328 0.147088 0.136852 #m_at_a: 12.594817
13.625000 -1.694985 0.156319 0.129604 #m_at_a: 12.685817
13.750000 -1.755210 0.167439 0.121188 #m_at_a: 12.776046
13.875000 -1.820513 0.179799 0.112014 #m_at_a: 12.865549
14.000000 -1.889724 0.193114 0.102399 #m_at_a: 12.954365
14.125000 -1.961928 0.208139 0.092546 #m_at_a: 13.042537
14.250000 -2.036414 0.223604 0.082528 #m_at_a: 13.130103
14.375000 -2.112630 0.240163 0.072660 #m_at_a: 13.217101
14.500000 -2.190149 0.258242 0.062989 #m_at_a: 13.303568
14.625000 -2.268640 0.276013 0.053415 #m_at_a: 13.389540
14.750000 -2.347849 0.294509 0.044499 #m_at_a: 13.475049
14.875000 -2.427579 0.313443 0.035319 #m_at_a: 13.560129
15.000000 -2.507681 0.332074 0.026176 #m_at_a: 13.644809
