12.875000 -3.011905 0.316146 0.049793 #m_at_a: 10.248011
13.000000 -2.927527 0.313208 0.047869 #m_at_a: 10.316023
13.125000 -2.833384 0.301267 0.055643 #m_at_a: 10.382696
13.250000 -2.733322 0.284656 0.070491 #m_at_a: 10.448108
13.375000 -2.631212 0.266179 0.087900 #m_at_a: 10.512335
13.500000 -2.530397 0.248814 0.106825 #m_at_a: 10.575450
13.625000 -2.433424 0.232728 0.124984 #m_at_a: 10.637523
13.750000 -2.342024 0.219766 0.140748 #m_at_a: 10.698621
13.875000 -2.257214 0.209543 0.154026 #m_at_a: 10.758809
14.000000 -2.179450 0.202373 0.164022 #m_at_a: 10.818148
14.125000 -2.108781 0.196458 0.171679 #m_at_a: 10.876696
14.250000 -2.044982 0.193146 0.177744 #m_at_a: 10.934510
14.375000 -1.987657 0.190471 0.182409 #m_at_a: 10.991641
14.500000 -1.936315 0.188295 0.187097 #m_at_a: 11.048140
14.625000 -1.890423 0.186178 0.191878 #m_at_a: 11.104055
14.750000 -1.849444 0.185146 0.198513 #m_at_a: 11.159429
14.875000 -1.812860 0.183000 0.205997 #m_at_a: 11.214305
15.000000 -1.780182 0.180834 0.214857 #m_at_a: 11.268722
