10.125000 -2.740085 0.100943 0.206208 #m_at_a: 10.109883
10.250000 -2.688240 0.102796 0.199492 #m_at_a: 10.234950
10.375000 -2.637455 0.105057 0.193478 #m_at_a: 10.359980
10.500000 -2.588210 0.108749 0.188286 #m_at_a: 10.484971
10.625000 -2.540814 0.112934 0.183044 #m_at_a: 10.609921
10.750000 -2.493598 0.116469 0.178555 #m_at_a: 10.734829
10.875000 -2.439148 0.119929 0.173706 #m_at_a: 10.859693
11.000000 -2.363552 0.120351 0.169140 #m_at_a: 10.984511
11.125000 -2.255274 0.118258 0.165196 #m_at_a: 11.109283
11.250000 -2.117438 0.116134 0.162618 #m_at_a: 11.234007
11.375000 -1.968457 0.114882 0.160199 #m_at_a: 11.358682
11.500000 -1.830582 0.115343 0.157676 #m_at_a: 11.483308
11.625000 -1.719582 0.116722 0.154963 #m_at_a: 11.607885
11.750000 -1.642158 0.117987 0.152931 #m_at_a: 11.732412
11.875000 -1.598184 0.119066 0.151442 #m_at_a: 11.856889
12.000000 -1.583844 0.120128 0.150301 #m_at_a: 11.981317
12.125000 -1.594000 0.120758 0.149519 #m_at_a: 12.105694
12.250000 -1.623564 0.121196 0.148855 #m_at_a: 12.230023
12.375000 -1.668126 0.121558 0.148261 #m_at_a: 12.354303
12.500000 -1.724126 0.121502 0.147497 #m_at_a: 12.478536
12.625000 -1.788811 0.121880 0.146695 #m_at_a: 12.602721
12.750000 -1.860102 0.122231 0.146267 #m_at_a: 12.726860
12.875000 -1.936451 0.122752 0.146075 #m_at_a: 12.850955
13.000000 -2.016711 0.123314 0.145790 #m_at_a: 12.975006
13.125000 -2.100033 0.124139 0.145221 #m_at_a: 13.099014
13.250000 -2.185790 0.124926 0.144790 #m_at_a: 13.222981
13.375000 -2.273516 0.125755 0.144458 #m_at_a: 13.346909
13.500000 -2.362862 0.126989 0.144423 #m_at_a: 13.470798
13.625000 -2.453567 0.128395 0.144326 #m_at_a: 13.594650
13.750000 -2.545434 0.129770 0.144382 #m_at_a: 13.718468
13.875000 -2.638309 0.131347 0.144711 #m_at_a: 13.842251
14.000000 -2.732079 0.132851 0.145064 #m_at_a: 13.966002
14.125000 -2.826649 0.134578 0.145518 #m_at_a: 14.089723
14.250000 -2.921948 0.136405 0.145951 #m_at_a: 14.213414
14.375000 -3.017919 0.138193 0.146075 #m_at_a: 14.337078
14.500000 -3.114512 0.139749 0.146670 #m_at_a: 14.460716
14.625000 -3.211689 0.141571 0.147192 #m_at_a: 14.584329
14.750000 -3.309416 0.143380 0.147691 #m_at_a: 14.707919
14.875000 -3.407663 0.145327 0.148234 #m_at_a: 14.831488
15.000000 -3.506406 0.147370 0.149142 #m_at_a: 14.955035
