11.000000 -2.527435 0.054129 0.255970 #m_at_a: 10.797765
11.125000 -2.483588 0.075915 0.230893 #m_at_a: 10.918525
11.250000 -2.433509 0.096575 0.206313 #m_at_a: 11.038544
11.375000 -2.363977 0.113678 0.182419 #m_at_a: 11.157815
11.500000 -2.262460 0.124632 0.164723 #m_at_a: 11.276336
11.625000 -2.128852 0.129190 0.154933 #m_at_a: 11.394107
11.750000 -1.978529 0.128819 0.150887 #m_at_a: 11.511130
11.875000 -1.833292 0.127388 0.150120 #m_at_a: 11.627412
12.000000 -1.710704 0.125355 0.150477 #m_at_a: 11.742961
12.125000 -1.619871 0.123649 0.150757 #m_at_a: 11.857786
12.250000 -1.562638 0.122543 0.150788 #m_at_a: 11.971900
12.375000 -1.536458 0.122430 0.150522 #m_at_a: 12.085317
12.500000 -1.536823 0.123094 0.149770 #m_at_a: 12.198053
12.625000 -1.558799 0.124800 0.148145 #m_at_a: 12.310126
12.750000 -1.597826 0.127948 0.145465 #m_at_a: 12.421555
12.875000 -1.650040 0.132158 0.141587 #m_at_a: 12.532359
13.000000 -1.712323 0.137448 0.137300 #m_at_a: 12.642560
13.125000 -1.782241 0.143509 0.132433 #m_at_a: 12.752180
13.250000 -1.857924 0.150682 0.126760 #m_at_a: 12.861240
13.375000 -1.937956 0.158395 0.120840 #m_at_a: 12.969764
13.500000 -2.021268 0.166810 0.114147 #m_at_a: 13.077774
13.625000 -2.107056 0.175578 0.107975 #m_at_a: 13.185294
13.750000 -2.194717 0.184714 0.101826 #m_at_a: 13.292348
13.875000 -2.283796 0.194273 0.095924 #m_at_a: 13.398957
14.000000 -2.373954 0.204384 0.090065 #m_at_a: 13.505145
14.125000 -2.464932 0.214496 0.084136 #m_at_a: 13.610935
14.250000 -2.556538 0.224684 0.078570 #m_at_a: 13.716348
14.375000 -2.648627 0.235032 0.073210 #m_at_a: 13.821406
14.500000 -2.741088 0.245114 0.067970 #m_at_a: 13.926131
14.625000 -2.833839 0.255498 0.063364 #m_at_a: 14.030543
14.750000 -2.926819 0.266103 0.058718 #m_at_a: 14.134661
14.875000 -3.019980 0.276752 0.054207 #m_at_a: 14.238505
15.000000 -3.113290 0.287292 0.050001 #m_at_a: 14.342094
