0.062500 0.000061 0.000890 0.000061
0.073864 0.001172 0.012718 0.001170
0.084418 0.004404 0.039285 0.004399
0.094356 0.012681 0.095784 0.012669
0.103801 0.027605 0.192787 0.027478
0.112839 0.066152 0.428627 0.066041
0.121533 0.130998 0.836687 0.130712
0.129933 0.235230 1.443250 0.234442
0.138074 0.345543 2.164345 0.343745
0.145988 0.556663 3.156249 0.552813
0.153699 0.937834 4.605419 0.930600
0.161227 1.244727 6.576797 1.232267
0.168589 1.689362 8.464208 1.670838
0.175800 2.228237 11.344583 2.202892
0.182872 3.009745 14.236975 2.974200
0.189818 4.317485 17.361535 4.267531
0.196645 4.891665 20.769395 4.780994
0.203363 6.966007 24.312363 6.796066
0.209980 8.121054 28.895066 8.047582
0.216501 9.235657 31.442833 9.085977
0.222934 11.440870 34.821700 11.333579
0.229283 14.211355 37.878625 14.088460
0.235554 19.544241 36.573939 19.256299
0.241751 22.884521 39.016489 22.517892
0.247878 26.250404 39.760396 25.778732
0.253940 30.596955 39.008835 30.040533
0.259938 32.902251 43.153679 32.030932
0.265878 34.800805 42.229275 33.608382
0.271762 38.640307 42.016313 37.336517
0.277593 40.692807 40.608123 39.052745
0.283373 43.746956 41.940884 38.300679
0.289105 45.773722 40.786478 40.515807
0.294791 60.892536 32.397084 46.905086
0.300433 63.050998 31.238572 47.198578
0.306034 51.395374 39.469276 35.482304
0.311595 54.626896 35.632444 39.152286
0.317118 54.473467 33.667323 38.382307
0.322604 53.493616 33.726474 36.288176
0.328056 53.574777 32.618563 35.003817
0.333475 52.064904 32.955646 32.944804
0.338862 53.262260 28.696460 35.349400
0.344218 49.545991 28.011379 33.038851
0.349546 57.830191 21.066029 38.837921
0.354846 54.937555 17.695105 39.056925
0.360119 54.067797 19.674963 35.732587
0.365367 50.538551 19.150449 32.523861
0.370590 49.765371 18.227099 32.368141
0.375791 47.439448 19.311292 28.450058
0.380969 45.984281 15.862939 30.534921
0.386125 43.882855 13.807375 29.994655
0.391261 42.030193 13.248627 28.955113
0.396378 38.768297 15.900353 23.810817
0.401477 37.508251 15.852809 22.404351
0.406557 36.768789 12.939181 23.027129
0.411620 37.205711 11.678069 22.904391
0.416668 35.018487 11.040873 21.700037
0.421700 34.226601 10.430249 21.054381
0.426717 27.727309 14.681721 15.367589
0.431720 32.498970 8.274420 20.760930
0.436709 29.849502 8.098288 19.420062
0.441686 24.853151 11.506689 14.845791
0.446651 23.984138 10.442112 14.461020
0.451605 23.162442 9.997438 14.066661
0.456547 21.766304 9.734676 12.943946
0.461480 21.186760 9.206000 12.719621
0.466402 20.446336 8.328454 12.460050
0.471316 19.671211 8.174029 11.954547
0.476221 18.417646 7.705484 11.240664
0.481118 17.654419 7.491101 10.858956
0.486007 16.622807 7.271423 10.008269
0.490889 15.987372 7.165768 9.596030
0.495765 14.483314 7.486486 8.270977
0.500634 13.836188 6.873472 8.396220
0.505498 12.986854 6.490056 7.827581
