0.062500 0.000019 0.000088 0.000019
0.073864 0.000346 0.000516 0.000323
0.084418 0.000874 0.000361 0.000698
0.094356 0.001266 0.000779 0.000730
0.103801 0.002150 0.000825 0.001385
0.112839 0.003562 0.001297 0.002170
0.121533 0.005685 0.001317 0.003600
0.129933 0.006470 0.003151 0.003284
0.138074 0.007850 0.003505 0.004199
0.145988 0.009166 0.004486 0.004915
0.153699 0.011133 0.005189 0.006129
0.161227 0.013353 0.006831 0.006461
0.168589 0.014241 0.007603 0.007403
0.175800 0.015596 0.008471 0.008292
0.182872 0.017801 0.009559 0.009416
0.189818 0.020436 0.010476 0.010638
0.196645 0.021659 0.010764 0.011195
0.203363 0.023899 0.012120 0.011972
0.209980 0.030864 0.008764 0.017378
0.216501 0.032682 0.008621 0.018288
0.222934 0.035877 0.008988 0.020173
0.229283 0.032526 0.015414 0.015577
0.235554 0.042465 0.008555 0.023185
0.241751 0.046295 0.008699 0.025475
0.247878 0.048822 0.009802 0.025490
0.253940 0.051659 0.009884 0.026925
0.259938 0.054892 0.009645 0.029396
0.265878 0.056661 0.010002 0.029550
0.271762 0.059943 0.008399 0.033243
0.277593 0.062181 0.009157 0.033816
0.283373 0.064674 0.010285 0.033675
0.289105 0.068583 0.010414 0.035351
0.294791 0.070981 0.008729 0.037853
0.300433 0.074833 0.009574 0.039268
0.306034 0.071170 0.015327 0.034424
0.311595 0.073818 0.015663 0.036475
0.317118 0.075993 0.016936 0.036656
0.322604 0.079647 0.016770 0.038379
0.328056 0.080807 0.019578 0.037776
0.333475 0.082759 0.021455 0.037485
0.338862 0.087059 0.025424 0.035229
0.344218 0.088475 0.025749 0.035993
0.349546 0.090339 0.025175 0.038627
0.354846 0.092911 0.027976 0.036387
0.360119 0.093144 0.030451 0.035895
0.365367 0.095178 0.031141 0.035432
0.370590 0.098297 0.031752 0.036643
0.375791 0.098553 0.031069 0.038655
0.380969 0.101787 0.029984 0.040865
0.386125 0.103479 0.030428 0.041404
0.391261 0.106435 0.032434 0.040805
